,start_date,end_date,state,pollster,fte_grade,sample_size,population,Clinton,Trump,dem_lead
10080,2016-01-11,2016-01-15,U.S.,Ipsos,A-,1373.0,lv,41.568459999999995,36.461690000000004,5.10676999999999
3255,2016-01-12,2016-01-16,U.S.,Ipsos,A-,1357.0,lv,42.56852,34.877140000000004,7.691379999999995
6668,2016-01-12,2016-01-16,U.S.,Ipsos,A-,1357.0,lv,42.47274,35.191829999999996,7.280910000000006
10079,2016-01-12,2016-01-16,U.S.,Ipsos,A-,1357.0,lv,42.563759999999995,35.084590000000006,7.479169999999989
3254,2016-01-13,2016-01-17,U.S.,Ipsos,A-,1303.0,lv,42.26423,33.99978,8.264449999999997
6667,2016-01-13,2016-01-17,U.S.,Ipsos,A-,1303.0,lv,42.169309999999996,34.31419,7.855119999999992
10078,2016-01-13,2016-01-17,U.S.,Ipsos,A-,1303.0,lv,42.25938,34.2072,8.05218
3249,2016-01-14,2016-01-17,U.S.,Morning Consult,,4060.0,rv,44.68564,44.98264,-0.29700000000000415
6663,2016-01-14,2016-01-17,U.S.,Morning Consult,,4060.0,rv,44.60938,45.1865,-0.5771200000000007
10073,2016-01-14,2016-01-17,U.S.,Morning Consult,,4060.0,rv,44.6886,44.94493,-0.2563299999999984
3356,2016-01-13,2016-01-18,New Hampshire,University of New Hampshire,B+,839.0,lv,45.30858,39.186370000000004,6.1222099999999955
6789,2016-01-13,2016-01-18,New Hampshire,University of New Hampshire,B+,839.0,lv,45.10375,39.45541,5.6483399999999975
10146,2016-01-13,2016-01-18,New Hampshire,University of New Hampshire,B+,839.0,lv,45.382220000000004,39.257509999999996,6.124710000000007
3253,2016-01-14,2016-01-18,U.S.,Ipsos,A-,1301.0,lv,41.45925,34.82392,6.635329999999996
6666,2016-01-14,2016-01-18,U.S.,Ipsos,A-,1301.0,lv,41.36561,35.13848,6.227129999999995
10077,2016-01-14,2016-01-18,U.S.,Ipsos,A-,1301.0,lv,41.45434,35.0313,6.42304
3051,2016-01-15,2016-01-18,Florida,Florida Atlantic University,C+,1008.0,rv,44.60415,48.31804,-3.7138900000000064
6500,2016-01-15,2016-01-18,Florida,Florida Atlantic University,C+,1008.0,rv,44.82008,48.426520000000004,-3.6064400000000063
9875,2016-01-15,2016-01-18,Florida,Florida Atlantic University,C+,1008.0,rv,44.54716,48.27626,-3.7291000000000025
3252,2016-01-15,2016-01-19,U.S.,Ipsos,A-,1296.0,lv,39.85411,36.84926,3.0048499999999976
6665,2016-01-15,2016-01-19,U.S.,Ipsos,A-,1296.0,lv,39.76165,37.1647,2.5969499999999996
10076,2016-01-15,2016-01-19,U.S.,Ipsos,A-,1296.0,lv,39.84915,37.05656,2.792590000000004
3393,2016-01-18,2016-01-19,North Carolina,Public Policy Polling,B+,1214.0,v,41.0629,44.7519,-3.689
6707,2016-01-18,2016-01-19,North Carolina,Public Policy Polling,B+,1214.0,v,41.01149,44.90998,-3.8984899999999953
10121,2016-01-18,2016-01-19,North Carolina,Public Policy Polling,B+,1214.0,v,41.08212,44.72609,-3.643969999999996
3251,2016-01-16,2016-01-20,U.S.,Ipsos,A-,1250.0,lv,39.54885,38.37331,1.1755400000000051
6664,2016-01-16,2016-01-20,U.S.,Ipsos,A-,1250.0,lv,39.45705,38.68942,0.767630000000004
10075,2016-01-16,2016-01-20,U.S.,Ipsos,A-,1250.0,lv,39.54385,38.58054,0.9633099999999999
2934,2016-01-18,2016-01-20,Minnesota,"Mason-Dixon Polling & Research, Inc.",B+,800.0,rv,40.70547,39.25222,1.453249999999997
6414,2016-01-18,2016-01-20,Minnesota,"Mason-Dixon Polling & Research, Inc.",B+,800.0,rv,40.68902,39.04602,1.6430000000000007
9758,2016-01-18,2016-01-20,Minnesota,"Mason-Dixon Polling & Research, Inc.",B+,800.0,rv,40.80506,39.01975,1.7853099999999955
3158,2016-01-19,2016-01-20,U.S.,Zogby Interactive/JZ Analytics,C-,843.0,lv,43.47237,46.99377,-3.5214
6586,2016-01-19,2016-01-20,U.S.,Zogby Interactive/JZ Analytics,C-,843.0,lv,43.47721,47.11193,-3.6347200000000015
9982,2016-01-19,2016-01-20,U.S.,Zogby Interactive/JZ Analytics,C-,843.0,lv,43.43163,47.03556,-3.6039299999999983
3248,2016-01-17,2016-01-21,U.S.,Ipsos,A-,1288.0,lv,39.54359,39.29737,0.246220000000001
6661,2016-01-17,2016-01-21,U.S.,Ipsos,A-,1288.0,lv,39.45245,39.61414,-0.1616900000000001
10072,2016-01-17,2016-01-21,U.S.,Ipsos,A-,1288.0,lv,39.53855,39.504529999999995,0.03402000000000527
3247,2016-01-18,2016-01-22,U.S.,Ipsos,A-,1295.0,lv,39.13573,40.32246,-1.1867299999999972
6660,2016-01-18,2016-01-22,U.S.,Ipsos,A-,1295.0,lv,39.0444,40.64033,-1.5959299999999956
10071,2016-01-18,2016-01-22,U.S.,Ipsos,A-,1295.0,lv,39.13063,40.529579999999996,-1.3989499999999992
3246,2016-01-19,2016-01-23,U.S.,Ipsos,A-,1275.0,lv,40.42842,39.146390000000004,1.282029999999999
6659,2016-01-19,2016-01-23,U.S.,Ipsos,A-,1275.0,lv,40.33698,39.4649,0.8720799999999969
10070,2016-01-19,2016-01-23,U.S.,Ipsos,A-,1275.0,lv,40.42328,39.35346,1.06982
3245,2016-01-20,2016-01-24,U.S.,Ipsos,A-,1296.0,lv,43.12146,35.97044,7.1510199999999955
6658,2016-01-20,2016-01-24,U.S.,Ipsos,A-,1296.0,lv,43.02975,36.28975,6.740000000000002
10069,2016-01-20,2016-01-24,U.S.,Ipsos,A-,1296.0,lv,43.11625,36.17749,6.938760000000002
3068,2016-01-21,2016-01-24,U.S.,CNN/Opinion Research Corp.,A-,907.0,rv,46.45732,46.32761,0.12971000000000288
3241,2016-01-21,2016-01-24,U.S.,Morning Consult,,4001.0,rv,45.63857,42.15446,3.484110000000001
3341,2016-01-21,2016-01-24,Wisconsin,Marquette University,A,806.0,rv,46.05229,39.879529999999995,6.172760000000004
6508,2016-01-21,2016-01-24,U.S.,CNN/Opinion Research Corp.,A-,907.0,rv,46.23979,46.47579,-0.2360000000000042
6654,2016-01-21,2016-01-24,U.S.,Morning Consult,,4001.0,rv,45.56323,42.36458,3.1986500000000007
6721,2016-01-21,2016-01-24,Wisconsin,Marquette University,A,806.0,rv,45.95601,40.036840000000005,5.919169999999994
9892,2016-01-21,2016-01-24,U.S.,CNN/Opinion Research Corp.,A-,907.0,rv,46.46707,46.20708,0.25999000000000194
10065,2016-01-21,2016-01-24,U.S.,Morning Consult,,4001.0,rv,45.64114,42.116440000000004,3.5246999999999957
10161,2016-01-21,2016-01-24,Wisconsin,Marquette University,A,806.0,rv,46.17913,39.78556,6.393570000000004
3244,2016-01-21,2016-01-25,U.S.,Ipsos,A-,1311.0,lv,44.31218,34.09576,10.21642
6656,2016-01-21,2016-01-25,U.S.,Ipsos,A-,1311.0,lv,44.21946,34.41657,9.802889999999998
10068,2016-01-21,2016-01-25,U.S.,Ipsos,A-,1311.0,lv,44.30688,34.3028,10.004080000000002
3104,2016-01-18,2016-01-26,Virginia,Roanoke College,C+,524.0,lv,50.165209999999995,34.949090000000005,15.21611999999999
6532,2016-01-18,2016-01-26,Virginia,Roanoke College,C+,524.0,lv,49.38831,36.02074,13.367569999999994
9928,2016-01-18,2016-01-26,Virginia,Roanoke College,C+,524.0,lv,49.66534,35.82755,13.837789999999998
3242,2016-01-22,2016-01-26,U.S.,Ipsos,A-,1330.0,lv,43.10517,35.4206,7.684570000000001
6655,2016-01-22,2016-01-26,U.S.,Ipsos,A-,1330.0,lv,43.01292,35.74262,7.270299999999999
10066,2016-01-22,2016-01-26,U.S.,Ipsos,A-,1330.0,lv,43.0998,35.62762,7.472180000000002
3369,2016-01-23,2016-01-26,Michigan,EPIC-MRA,A-,600.0,lv,41.42282,41.18622,0.2366000000000028
6771,2016-01-23,2016-01-26,Michigan,EPIC-MRA,A-,600.0,lv,41.22671,41.5494,-0.3226900000000015
10127,2016-01-23,2016-01-26,Michigan,EPIC-MRA,A-,600.0,lv,41.56049,41.35821,0.2022800000000018
3240,2016-01-23,2016-01-27,U.S.,Ipsos,A-,1371.0,lv,43.99923,34.74552,9.253709999999998
6652,2016-01-23,2016-01-27,U.S.,Ipsos,A-,1371.0,lv,43.90753,35.06906,8.838470000000001
10064,2016-01-23,2016-01-27,U.S.,Ipsos,A-,1371.0,lv,43.9938,34.952490000000004,9.041309999999996
3239,2016-01-24,2016-01-28,U.S.,Ipsos,A-,1387.0,lv,42.8924,35.66985,7.222550000000005
6651,2016-01-24,2016-01-28,U.S.,Ipsos,A-,1387.0,lv,42.80046,35.99467,6.805790000000002
10063,2016-01-24,2016-01-28,U.S.,Ipsos,A-,1387.0,lv,42.88693,35.87677,7.010159999999999
3235,2016-01-25,2016-01-29,U.S.,Ipsos,A-,1522.0,lv,43.584720000000004,35.89369,7.691030000000005
6649,2016-01-25,2016-01-29,U.S.,Ipsos,A-,1522.0,lv,43.491659999999996,36.219640000000005,7.272019999999991
10059,2016-01-25,2016-01-29,U.S.,Ipsos,A-,1522.0,lv,43.57922,36.10055,7.478670000000001
3233,2016-01-26,2016-01-30,U.S.,Ipsos,A-,1578.0,lv,44.2776,35.216879999999996,9.060720000000003
6648,2016-01-26,2016-01-30,U.S.,Ipsos,A-,1578.0,lv,44.18375,35.54355,8.6402
10057,2016-01-26,2016-01-30,U.S.,Ipsos,A-,1578.0,lv,44.272079999999995,35.42365,8.848429999999993
3231,2016-01-27,2016-01-31,U.S.,Ipsos,A-,1584.0,lv,44.46897,35.1408,9.32817
6647,2016-01-27,2016-01-31,U.S.,Ipsos,A-,1584.0,lv,44.37368,35.46869,8.904989999999998
10055,2016-01-27,2016-01-31,U.S.,Ipsos,A-,1584.0,lv,44.46345,35.34749,9.115960000000001
3229,2016-01-28,2016-02-01,U.S.,Ipsos,A-,1557.0,lv,43.9608,35.06408,8.896720000000002
6646,2016-01-28,2016-02-01,U.S.,Ipsos,A-,1557.0,lv,43.86443,35.39277,8.47166
10053,2016-01-28,2016-02-01,U.S.,Ipsos,A-,1557.0,lv,43.95528,35.27068,8.684600000000003
3226,2016-01-29,2016-02-02,U.S.,Ipsos,A-,1573.0,lv,44.65231,34.88782,9.764490000000002
6641,2016-01-29,2016-02-02,U.S.,Ipsos,A-,1573.0,lv,44.55434,35.21778,9.336560000000006
10050,2016-01-29,2016-02-02,U.S.,Ipsos,A-,1573.0,lv,44.64678,35.09433,9.55245
3228,2016-01-30,2016-02-03,U.S.,Ipsos,A-,1426.0,lv,42.44372,36.71133,5.732390000000002
6643,2016-01-30,2016-02-03,U.S.,Ipsos,A-,1426.0,lv,42.34401,37.042590000000004,5.301419999999993
10052,2016-01-30,2016-02-03,U.S.,Ipsos,A-,1426.0,lv,42.438190000000006,36.917759999999994,5.520430000000012
3336,2016-01-31,2016-02-03,New York,Siena College,A,930.0,rv,56.83344,35.66302,21.17042
6706,2016-01-31,2016-02-03,New York,Siena College,A,930.0,rv,56.76408000000001,35.67673,21.087350000000008
10210,2016-01-31,2016-02-03,New York,Siena College,A,930.0,rv,56.89144,35.52956,21.361880000000006
3042,2016-02-02,2016-02-03,U.S.,Public Policy Polling,B+,1236.0,v,44.946740000000005,40.210770000000004,4.735970000000002
6487,2016-02-02,2016-02-03,U.S.,Public Policy Polling,B+,1236.0,v,44.87242,40.394529999999996,4.477890000000002
9866,2016-02-02,2016-02-03,U.S.,Public Policy Polling,B+,1236.0,v,44.97684,40.20295,4.7738900000000015
3230,2016-01-31,2016-02-04,U.S.,Ipsos,A-,1345.0,lv,40.33768,38.63445,1.7032299999999978
6645,2016-01-31,2016-02-04,U.S.,Ipsos,A-,1345.0,lv,40.23785,38.966770000000004,1.2710799999999978
10054,2016-01-31,2016-02-04,U.S.,Ipsos,A-,1345.0,lv,40.33213,38.84077,1.4913600000000002
2989,2016-02-02,2016-02-04,New Hampshire,University of Massachusetts Lowell,B,1417.0,rv,42.905190000000005,41.49698,1.408210000000004
3056,2016-02-02,2016-02-04,U.S.,Quinnipiac University,A-,1125.0,rv,45.65405,41.98668,3.6673699999999982
6445,2016-02-02,2016-02-04,New Hampshire,University of Massachusetts Lowell,B,1417.0,rv,42.947179999999996,41.70516,1.2420199999999966
6495,2016-02-02,2016-02-04,U.S.,Quinnipiac University,A-,1125.0,rv,45.54507,42.07332,3.47175
9813,2016-02-02,2016-02-04,New Hampshire,University of Massachusetts Lowell,B,1417.0,rv,42.8181,41.384570000000004,1.4335299999999975
9880,2016-02-02,2016-02-04,U.S.,Quinnipiac University,A-,1125.0,rv,45.64695,41.879259999999995,3.7676900000000018
3227,2016-02-01,2016-02-05,U.S.,Ipsos,A-,1318.0,lv,42.03461,36.35215,5.682459999999999
6642,2016-02-01,2016-02-05,U.S.,Ipsos,A-,1318.0,lv,41.9368,36.68267,5.254129999999996
10051,2016-02-01,2016-02-05,U.S.,Ipsos,A-,1318.0,lv,42.029070000000004,36.55829,5.470780000000005
2970,2016-02-03,2016-02-05,New Hampshire,University of Massachusetts Lowell,B,1417.0,rv,44.89526,40.52064,4.37462
6429,2016-02-03,2016-02-05,New Hampshire,University of Massachusetts Lowell,B,1417.0,rv,44.93565,40.72815,4.207500000000003
9794,2016-02-03,2016-02-05,New Hampshire,University of Massachusetts Lowell,B,1417.0,rv,44.8081,40.40801,4.400090000000006
2845,2016-01-30,2016-02-06,Florida,Florida Southern College,,608.0,rv,45.17537,41.85483,3.320540000000001
6372,2016-01-30,2016-02-06,Florida,Florida Southern College,,608.0,rv,45.13325,41.96979,3.1634599999999935
9669,2016-01-30,2016-02-06,Florida,Florida Southern College,,608.0,rv,45.21553,41.789190000000005,3.426339999999996
3225,2016-02-02,2016-02-06,U.S.,Ipsos,A-,1332.0,lv,42.12625,36.672090000000004,5.454159999999995
6640,2016-02-02,2016-02-06,U.S.,Ipsos,A-,1332.0,lv,42.02708,37.00205,5.025030000000001
10049,2016-02-02,2016-02-06,U.S.,Ipsos,A-,1332.0,lv,42.12064,36.878040000000006,5.242599999999996
2945,2016-02-04,2016-02-06,New Hampshire,University of Massachusetts Lowell,B,1413.0,rv,43.88824,40.54473,3.343510000000002
6415,2016-02-04,2016-02-06,New Hampshire,University of Massachusetts Lowell,B,1413.0,rv,43.92862,40.75184,3.176780000000001
9769,2016-02-04,2016-02-06,New Hampshire,University of Massachusetts Lowell,B,1413.0,rv,43.80107,40.43192,3.3691500000000048
3224,2016-02-03,2016-02-07,U.S.,Ipsos,A-,1310.0,lv,43.22034,35.69239,7.527949999999997
3243,2016-02-03,2016-02-07,U.S.,Morning Consult,,2197.0,rv,45.54673,43.4511,2.09563
6639,2016-02-03,2016-02-07,U.S.,Ipsos,A-,1310.0,lv,43.121159999999996,36.02202,7.0991399999999985
6653,2016-02-03,2016-02-07,U.S.,Morning Consult,,2197.0,rv,45.464940000000006,43.67003,1.7949100000000087
10048,2016-02-03,2016-02-07,U.S.,Ipsos,A-,1310.0,lv,43.21472,35.89819,7.31653
10067,2016-02-03,2016-02-07,U.S.,Morning Consult,,2197.0,rv,45.54898,43.41183,2.1371499999999983
2754,2016-02-05,2016-02-07,New Hampshire,University of Massachusetts Lowell,B,1411.0,rv,43.88165,41.56755,2.3141000000000034
6284,2016-02-05,2016-02-07,New Hampshire,University of Massachusetts Lowell,B,1411.0,rv,43.92218,41.77417,2.1480099999999993
9578,2016-02-05,2016-02-07,New Hampshire,University of Massachusetts Lowell,B,1411.0,rv,43.79448,41.454570000000004,2.339909999999996
3223,2016-02-04,2016-02-08,U.S.,Ipsos,A-,1311.0,lv,43.41478,35.41163,8.003149999999998
6637,2016-02-04,2016-02-08,U.S.,Ipsos,A-,1311.0,lv,43.31573,35.740840000000006,7.574889999999996
10047,2016-02-04,2016-02-08,U.S.,Ipsos,A-,1311.0,lv,43.40916,35.617290000000004,7.791869999999996
3222,2016-02-05,2016-02-09,U.S.,Ipsos,A-,1322.0,lv,45.509240000000005,33.43442,12.074820000000003
6636,2016-02-05,2016-02-09,U.S.,Ipsos,A-,1322.0,lv,45.40981,33.76567,11.64414
10046,2016-02-05,2016-02-09,U.S.,Ipsos,A-,1322.0,lv,45.5036,33.64002,11.863579999999999
3221,2016-02-06,2016-02-10,U.S.,Ipsos,A-,1304.0,lv,42.90245,35.95814,6.9443100000000015
6635,2016-02-06,2016-02-10,U.S.,Ipsos,A-,1304.0,lv,42.801840000000006,36.29193,6.509910000000005
10045,2016-02-06,2016-02-10,U.S.,Ipsos,A-,1304.0,lv,42.89679,36.16368,6.7331100000000035
3220,2016-02-07,2016-02-11,U.S.,Ipsos,A-,1284.0,lv,41.3948,36.58245,4.812349999999995
6634,2016-02-07,2016-02-11,U.S.,Ipsos,A-,1284.0,lv,41.29294,36.91881,4.374130000000001
10044,2016-02-07,2016-02-11,U.S.,Ipsos,A-,1284.0,lv,41.389109999999995,36.78796,4.601149999999997
3219,2016-02-08,2016-02-12,U.S.,Ipsos,A-,1288.0,lv,40.88852,37.403009999999995,3.485510000000005
6632,2016-02-08,2016-02-12,U.S.,Ipsos,A-,1288.0,lv,40.7857,37.74013,3.045569999999998
10043,2016-02-08,2016-02-12,U.S.,Ipsos,A-,1288.0,lv,40.88286,37.60839,3.274470000000001
3218,2016-02-09,2016-02-13,U.S.,Ipsos,A-,1269.0,lv,40.2822,38.32519,1.957010000000004
6631,2016-02-09,2016-02-13,U.S.,Ipsos,A-,1269.0,lv,40.17887,38.66414,1.5147300000000001
10042,2016-02-09,2016-02-13,U.S.,Ipsos,A-,1269.0,lv,40.276509999999995,38.53054,1.7459699999999927
3215,2016-02-10,2016-02-14,U.S.,Ipsos,A-,1272.0,lv,41.173,37.649229999999996,3.523770000000006
6630,2016-02-10,2016-02-14,U.S.,Ipsos,A-,1272.0,lv,41.067820000000005,37.9908,3.0770200000000045
10039,2016-02-10,2016-02-14,U.S.,Ipsos,A-,1272.0,lv,41.16724,37.8546,3.312640000000002
2994,2016-02-10,2016-02-15,U.S.,Quinnipiac University,A-,1342.0,rv,43.58174,44.20558,-0.6238399999999942
6464,2016-02-10,2016-02-15,U.S.,Quinnipiac University,A-,1342.0,rv,43.46255,44.30512,-0.842570000000002
9818,2016-02-10,2016-02-15,U.S.,Quinnipiac University,A-,1342.0,rv,43.57431,44.09751,-0.5232000000000028
2965,2016-02-11,2016-02-15,U.S.,Suffolk University,B+,1000.0,lv,40.74275,45.19511,-4.452359999999999
3214,2016-02-11,2016-02-15,U.S.,Ipsos,A-,1280.0,lv,42.462309999999995,37.77105,4.691259999999993
6441,2016-02-11,2016-02-15,U.S.,Suffolk University,B+,1000.0,lv,40.74276,45.50737,-4.764610000000005
6627,2016-02-11,2016-02-15,U.S.,Ipsos,A-,1280.0,lv,42.35429,38.11448,4.2398099999999985
9789,2016-02-11,2016-02-15,U.S.,Suffolk University,B+,1000.0,lv,40.84098,45.37624,-4.535260000000001
10038,2016-02-11,2016-02-15,U.S.,Ipsos,A-,1280.0,lv,42.45643,37.97654,4.4798899999999975
2802,2016-02-11,2016-02-16,U.S.,Robert Morris University,,1000.0,a,46.40141,40.90298,5.498429999999999
2860,2016-02-11,2016-02-16,Pennsylvania,Robert Morris University,,511.0,a,42.98292,47.18929,-4.20637
6336,2016-02-11,2016-02-16,U.S.,Robert Morris University,,1000.0,a,46.06488,40.18992,5.8749600000000015
6376,2016-02-11,2016-02-16,Pennsylvania,Robert Morris University,,511.0,a,42.63217,46.444109999999995,-3.811939999999993
9626,2016-02-11,2016-02-16,U.S.,Robert Morris University,,1000.0,a,46.17355,39.952909999999996,6.220640000000003
9684,2016-02-11,2016-02-16,Pennsylvania,Robert Morris University,,511.0,a,42.75128,46.231159999999996,-3.4798799999999943
3216,2016-02-12,2016-02-16,U.S.,Ipsos,A-,1152.0,lv,43.25275,37.99221,5.260539999999999
6629,2016-02-12,2016-02-16,U.S.,Ipsos,A-,1152.0,lv,43.14193,38.33807,4.80386
10040,2016-02-12,2016-02-16,U.S.,Ipsos,A-,1152.0,lv,43.24675,38.19787,5.048879999999997
3005,2016-02-14,2016-02-16,U.S.,NBC News/Wall Street Journal,A-,800.0,rv,48.37509,43.01193,5.363160000000001
3357,2016-02-14,2016-02-16,North Carolina,Public Policy Polling,B+,1291.0,v,40.87727,44.32253,-3.4452599999999975
3377,2016-02-14,2016-02-16,North Carolina,SurveyUSA,A,1250.0,lv,39.54404,43.64671,-4.102669999999996
6470,2016-02-14,2016-02-16,U.S.,NBC News/Wall Street Journal,A-,800.0,rv,48.54074,43.36981,5.1709299999999985
6717,2016-02-14,2016-02-16,North Carolina,SurveyUSA,A,1250.0,lv,39.488929999999996,43.89669,-4.407760000000003
6813,2016-02-14,2016-02-16,North Carolina,Public Policy Polling,B+,1291.0,v,40.80505,44.50978,-3.704729999999998
9829,2016-02-14,2016-02-16,U.S.,NBC News/Wall Street Journal,A-,800.0,rv,48.37058,43.04834,5.322239999999994
10156,2016-02-14,2016-02-16,North Carolina,SurveyUSA,A,1250.0,lv,39.57127,43.67665,-4.105380000000004
10177,2016-02-14,2016-02-16,North Carolina,Public Policy Polling,B+,1291.0,v,40.89547,44.29548,-3.4000099999999946
3257,2016-02-15,2016-02-16,U.S.,Morning Consult,,883.0,rv,43.46079,45.691140000000004,-2.2303500000000014
6662,2016-02-15,2016-02-16,U.S.,Morning Consult,,883.0,rv,43.36122,45.931340000000006,-2.570120000000003
10081,2016-02-15,2016-02-16,U.S.,Morning Consult,,883.0,rv,43.46252,45.65201,-2.1894899999999993
3212,2016-02-13,2016-02-17,U.S.,Ipsos,A-,1269.0,lv,43.54319,36.91339,6.629800000000003
6625,2016-02-13,2016-02-17,U.S.,Ipsos,A-,1269.0,lv,43.42958,37.26167,6.167909999999999
10036,2016-02-13,2016-02-17,U.S.,Ipsos,A-,1269.0,lv,43.53706,37.119209999999995,6.417850000000001
3004,2016-02-15,2016-02-17,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1031.0,rv,47.08783,44.238609999999994,2.8492200000000025
6465,2016-02-15,2016-02-17,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1031.0,rv,47.01774,44.36923,2.6485100000000017
9828,2016-02-15,2016-02-17,U.S.,Fox News/Anderson Robbins Research/Shaw & Company Research,A,1031.0,rv,47.13647,44.10199,3.034480000000002
3210,2016-02-14,2016-02-18,U.S.,Ipsos,A-,1530.0,lv,42.2344,37.43243,4.801970000000004
6624,2016-02-14,2016-02-18,U.S.,Ipsos,A-,1530.0,lv,42.11744,37.78333,4.334110000000003
10034,2016-02-14,2016-02-18,U.S.,Ipsos,A-,1530.0,lv,42.22826,37.63837,4.589889999999997
2924,2016-02-15,2016-02-19,North Carolina,Elon University,B+,1530.0,lv,44.921009999999995,42.10117,2.819839999999992
3209,2016-02-15,2016-02-19,U.S.,Ipsos,A-,1503.0,lv,39.926840000000006,37.851690000000005,2.0751500000000007
6412,2016-02-15,2016-02-19,North Carolina,Elon University,B+,1530.0,lv,44.893370000000004,42.34198,2.551390000000005
6623,2016-02-15,2016-02-19,U.S.,Ipsos,A-,1503.0,lv,39.80724,38.20538,1.601860000000002
9748,2016-02-15,2016-02-19,North Carolina,Elon University,B+,1530.0,lv,45.08919,42.12454,2.964649999999999
10033,2016-02-15,2016-02-19,U.S.,Ipsos,A-,1503.0,lv,39.92072,38.05755,1.8631700000000038
2916,2016-02-11,2016-02-20,Ohio,Baldwin Wallace University,,825.0,lv,35.87344,41.22263,-5.34919
6408,2016-02-11,2016-02-20,Ohio,Baldwin Wallace University,,825.0,lv,36.34822,41.37413,-5.025910000000003
9740,2016-02-11,2016-02-20,Ohio,Baldwin Wallace University,,825.0,lv,35.88163,41.306709999999995,-5.425079999999994
3207,2016-02-16,2016-02-20,U.S.,Ipsos,A-,1490.0,lv,39.51936,36.97283,2.546529999999997
3328,2016-02-16,2016-02-20,Ohio,Quinnipiac University,A-,1539.0,rv,41.47736,45.24168,-3.764320000000005
6620,2016-02-16,2016-02-20,U.S.,Ipsos,A-,1490.0,lv,39.39747,37.32945,2.068019999999997
6711,2016-02-16,2016-02-20,Ohio,Quinnipiac University,A-,1539.0,rv,41.33947,45.34879,-4.009320000000002
10031,2016-02-16,2016-02-20,U.S.,Ipsos,A-,1490.0,lv,39.5132,37.178670000000004,2.3345299999999938
10133,2016-02-16,2016-02-20,Ohio,Quinnipiac University,A-,1539.0,rv,41.45924,45.12337,-3.66413
3203,2016-02-17,2016-02-21,U.S.,Ipsos,A-,1606.0,lv,39.31113,37.29501,2.016120000000001
6616,2016-02-17,2016-02-21,U.S.,Ipsos,A-,1606.0,lv,39.18671,37.65486,1.5318499999999986
10027,2016-02-17,2016-02-21,U.S.,Ipsos,A-,1606.0,lv,39.3049,37.500859999999996,1.8040400000000076
3301,2016-02-18,2016-02-21,Wisconsin,Marquette University,A,802.0,rv,46.83435,39.52467,7.30968
6792,2016-02-18,2016-02-21,Wisconsin,Marquette University,A,802.0,rv,46.70155,39.726659999999995,6.974890000000002
10221,2016-02-18,2016-02-21,Wisconsin,Marquette University,A,802.0,rv,46.960029999999996,39.42957,7.530459999999998
2966,2016-02-18,2016-02-22,Virginia,Hampton University,B,500.0,lv,47.831920000000004,38.75778,9.074140000000007
3204,2016-02-18,2016-02-22,U.S.,Ipsos,A-,1515.0,lv,39.40246,37.51654,1.8859199999999987
6439,2016-02-18,2016-02-22,Virginia,Hampton University,B,500.0,lv,46.68185,40.00663,6.675219999999996
