state,county,candidate,party,total_votes,won
Florida,Sarasota County,Jo Jorgensen,LIB,1507,False
Florida,Sarasota County,Howie Hawkins,GRN,284,False
Florida,Sarasota County,Gloria La Riva,PSL,105,False
Florida,Sarasota County,Rocky De La Fuente,ALI,102,False
Florida,Sarasota County,Don Blankenship,CST,70,False
Florida,Sarasota County, Write-ins,WRI,27,False
Florida,Seminole County,Joe Biden,DEM,132528,True
Florida,Seminole County,Donald Trump,REP,125241,False
Florida,Seminole County,Jo Jorgensen,LIB,2215,False
Florida,Seminole County,Howie Hawkins,GRN,406,False
Florida,Seminole County,Gloria La Riva,PSL,137,False
Florida,Seminole County,Rocky De La Fuente,ALI,135,False
Florida,Seminole County,Don Blankenship,CST,103,False
Florida,Seminole County, Write-ins,WRI,50,False
Florida,Sumter County,Donald Trump,REP,62761,True
Florida,Sumter County,Joe Biden,DEM,29341,False
Florida,Sumter County,Jo Jorgensen,LIB,269,False
Florida,Sumter County,Howie Hawkins,GRN,39,False
Florida,Sumter County,Don Blankenship,CST,29,False
Florida,Sumter County,Rocky De La Fuente,ALI,25,False
Florida,Sumter County,Gloria La Riva,PSL,20,False
Florida,Sumter County, Write-ins,WRI,1,False
Florida,Suwannee County,Donald Trump,REP,16410,True
Florida,Suwannee County,Joe Biden,DEM,4485,False
Florida,Suwannee County,Jo Jorgensen,LIB,119,False
Florida,Suwannee County,Howie Hawkins,GRN,23,False
Florida,Suwannee County,Gloria La Riva,PSL,8,False
Florida,Suwannee County,Don Blankenship,CST,6,False
Florida,Suwannee County,Rocky De La Fuente,ALI,6,False
Florida,Taylor County,Donald Trump,REP,7751,True
Florida,Taylor County,Joe Biden,DEM,2299,False
Florida,Taylor County,Jo Jorgensen,LIB,52,False
Florida,Taylor County,Howie Hawkins,GRN,11,False
Florida,Taylor County,Gloria La Riva,PSL,6,False
Florida,Taylor County,Don Blankenship,CST,3,False
Florida,Taylor County,Rocky De La Fuente,ALI,3,False
Florida,Taylor County, Write-ins,WRI,2,False
Florida,Union County,Donald Trump,REP,5133,True
Florida,Union County,Joe Biden,DEM,1053,False
Florida,Union County,Jo Jorgensen,LIB,42,False
Florida,Union County,Don Blankenship,CST,5,False
Florida,Union County,Howie Hawkins,GRN,5,False
Florida,Union County,Rocky De La Fuente,ALI,4,False
Florida,Union County,Gloria La Riva,PSL,3,False
Florida,Union County, Write-ins,WRI,0,False
Florida,Volusia County,Donald Trump,REP,173821,True
Florida,Volusia County,Joe Biden,DEM,130575,False
Florida,Volusia County,Jo Jorgensen,LIB,2156,False
Florida,Volusia County,Howie Hawkins,GRN,390,False
Florida,Volusia County,Gloria La Riva,PSL,173,False
Florida,Volusia County,Rocky De La Fuente,ALI,160,False
Florida,Volusia County,Don Blankenship,CST,141,False
Florida,Volusia County, Write-ins,WRI,23,False
Florida,Wakulla County,Donald Trump,REP,12874,True
Florida,Wakulla County,Joe Biden,DEM,5351,False
Florida,Wakulla County,Jo Jorgensen,LIB,135,False
Florida,Wakulla County,Howie Hawkins,GRN,18,False
Florida,Wakulla County,Don Blankenship,CST,10,False
Florida,Wakulla County,Rocky De La Fuente,ALI,10,False
Florida,Wakulla County,Gloria La Riva,PSL,6,False
Florida,Walton County,Donald Trump,REP,32947,True
Florida,Walton County,Joe Biden,DEM,10338,False
Florida,Walton County,Jo Jorgensen,LIB,336,False
Florida,Walton County,Howie Hawkins,GRN,43,False
Florida,Walton County,Rocky De La Fuente,ALI,16,False
Florida,Walton County,Gloria La Riva,PSL,15,False
Florida,Walton County,Don Blankenship,CST,13,False
Florida,Walton County, Write-ins,WRI,3,False
Florida,Washington County,Donald Trump,REP,9876,True
Florida,Washington County,Joe Biden,DEM,2347,False
Florida,Washington County,Jo Jorgensen,LIB,69,False
Florida,Washington County,Howie Hawkins,GRN,15,False
Florida,Washington County,Gloria La Riva,PSL,10,False
Florida,Washington County,Don Blankenship,CST,5,False
Florida,Washington County,Rocky De La Fuente,ALI,5,False
Georgia,Appling County,Donald Trump,REP,6570,True
Georgia,Appling County,Joe Biden,DEM,1784,False
Georgia,Appling County,Jo Jorgensen,LIB,36,False
Georgia,Appling County, Write-ins,WRI,0,False
Georgia,Atkinson County,Donald Trump,REP,2300,True
Georgia,Atkinson County,Joe Biden,DEM,825,False
Georgia,Atkinson County,Jo Jorgensen,LIB,30,False
Georgia,Atkinson County, Write-ins,WRI,0,False
Georgia,Bacon County,Donald Trump,REP,4017,True
Georgia,Bacon County,Joe Biden,DEM,625,False
Georgia,Bacon County,Jo Jorgensen,LIB,25,False
Georgia,Bacon County, Write-ins,WRI,0,False
Georgia,Baker County,Donald Trump,REP,897,True
Georgia,Baker County,Joe Biden,DEM,652,False
Georgia,Baker County,Jo Jorgensen,LIB,6,False
Georgia,Baker County, Write-ins,WRI,0,False
Georgia,Baldwin County,Joe Biden,DEM,9140,True
Georgia,Baldwin County,Donald Trump,REP,8903,False
Georgia,Baldwin County,Jo Jorgensen,LIB,208,False
Georgia,Baldwin County, Write-ins,WRI,0,False
Georgia,Banks County,Donald Trump,REP,7795,True
Georgia,Banks County,Joe Biden,DEM,932,False
Georgia,Banks County,Jo Jorgensen,LIB,74,False
Georgia,Banks County, Write-ins,WRI,0,False
Georgia,Barrow County,Donald Trump,REP,26804,True
Georgia,Barrow County,Joe Biden,DEM,10453,False
Georgia,Barrow County,Jo Jorgensen,LIB,664,False
Georgia,Barrow County, Write-ins,WRI,0,False
Georgia,Bartow County,Donald Trump,REP,37672,True
Georgia,Bartow County,Joe Biden,DEM,12091,False
Georgia,Bartow County,Jo Jorgensen,LIB,701,False
Georgia,Bartow County, Write-ins,WRI,0,False
Georgia,Ben Hill County,Donald Trump,REP,4111,True
Georgia,Ben Hill County,Joe Biden,DEM,2393,False
Georgia,Ben Hill County,Jo Jorgensen,LIB,60,False
Georgia,Ben Hill County, Write-ins,WRI,0,False
Georgia,Berrien County,Donald Trump,REP,6419,True
Georgia,Berrien County,Joe Biden,DEM,1269,False
Georgia,Berrien County,Jo Jorgensen,LIB,55,False
Georgia,Berrien County, Write-ins,WRI,0,False
Georgia,Bibb County,Joe Biden,DEM,43408,True
Georgia,Bibb County,Donald Trump,REP,26559,False
Georgia,Bibb County,Jo Jorgensen,LIB,747,False
Georgia,Bibb County, Write-ins,WRI,0,False
Georgia,Bleckley County,Donald Trump,REP,4329,True
Georgia,Bleckley County,Joe Biden,DEM,1312,False
Georgia,Bleckley County,Jo Jorgensen,LIB,67,False
Georgia,Bleckley County, Write-ins,WRI,0,False
Georgia,Brantley County,Donald Trump,REP,6993,True
Georgia,Brantley County,Joe Biden,DEM,700,False
Georgia,Brantley County,Jo Jorgensen,LIB,56,False
Georgia,Brantley County, Write-ins,WRI,0,False
Georgia,Brooks County,Donald Trump,REP,4261,True
Georgia,Brooks County,Joe Biden,DEM,2791,False
Georgia,Brooks County,Jo Jorgensen,LIB,49,False
Georgia,Brooks County, Write-ins,WRI,0,False
Georgia,Bryan County,Donald Trump,REP,14240,True
Georgia,Bryan County,Joe Biden,DEM,6738,False
Georgia,Bryan County,Jo Jorgensen,LIB,357,False
Georgia,Bryan County, Write-ins,WRI,0,False
Georgia,Bulloch County,Donald Trump,REP,18387,True
Georgia,Bulloch County,Joe Biden,DEM,11248,False
Georgia,Bulloch County,Jo Jorgensen,LIB,455,False
Georgia,Bulloch County, Write-ins,WRI,0,False
Georgia,Burke County,Donald Trump,REP,5400,True
Georgia,Burke County,Joe Biden,DEM,5208,False
Georgia,Burke County,Jo Jorgensen,LIB,75,False
Georgia,Burke County, Write-ins,WRI,0,False
Georgia,Butts County,Donald Trump,REP,8406,True
Georgia,Butts County,Joe Biden,DEM,3274,False
Georgia,Butts County,Jo Jorgensen,LIB,91,False
Georgia,Butts County, Write-ins,WRI,0,False
Georgia,Calhoun County,Joe Biden,DEM,1263,True
Georgia,Calhoun County,Donald Trump,REP,923,False
Georgia,Calhoun County,Jo Jorgensen,LIB,12,False
Georgia,Calhoun County, Write-ins,WRI,0,False
Georgia,Camden County,Donald Trump,REP,15249,True
Georgia,Camden County,Joe Biden,DEM,7967,False
Georgia,Camden County,Jo Jorgensen,LIB,470,False
Georgia,Camden County, Write-ins,WRI,0,False
Georgia,Candler County,Donald Trump,REP,3133,True
Georgia,Candler County,Joe Biden,DEM,1269,False
Georgia,Candler County,Jo Jorgensen,LIB,29,False
Georgia,Candler County, Write-ins,WRI,0,False
Georgia,Carroll County,Donald Trump,REP,37476,True
Georgia,Carroll County,Joe Biden,DEM,16236,False
Georgia,Carroll County,Jo Jorgensen,LIB,760,False
Georgia,Carroll County, Write-ins,WRI,0,False
Georgia,Catoosa County,Donald Trump,REP,25167,True
Georgia,Catoosa County,Joe Biden,DEM,6932,False
Georgia,Catoosa County,Jo Jorgensen,LIB,494,False
Georgia,Catoosa County, Write-ins,WRI,0,False
Georgia,Charlton County,Donald Trump,REP,3419,True
Georgia,Charlton County,Joe Biden,DEM,1105,False
Georgia,Charlton County,Jo Jorgensen,LIB,44,False
Georgia,Charlton County, Write-ins,WRI,0,False
Georgia,Chatham County,Joe Biden,DEM,78247,True
Georgia,Chatham County,Donald Trump,REP,53232,False
Georgia,Chatham County,Jo Jorgensen,LIB,1929,False
Georgia,Chatham County, Write-ins,WRI,0,False
Georgia,Chattahoochee County,Donald Trump,REP,880,True
Georgia,Chattahoochee County,Joe Biden,DEM,667,False
Georgia,Chattahoochee County,Jo Jorgensen,LIB,35,False
Georgia,Chattahoochee County, Write-ins,WRI,0,False
Georgia,Chattooga County,Donald Trump,REP,8064,True
Georgia,Chattooga County,Joe Biden,DEM,1854,False
Georgia,Chattooga County,Jo Jorgensen,LIB,132,False
Georgia,Chattooga County, Write-ins,WRI,0,False
Georgia,Cherokee County,Donald Trump,REP,99585,True
Georgia,Cherokee County,Joe Biden,DEM,42779,False
Georgia,Cherokee County,Jo Jorgensen,LIB,2451,False
Georgia,Cherokee County, Write-ins,WRI,0,False
Georgia,Clarke County,Joe Biden,DEM,36055,True
Georgia,Clarke County,Donald Trump,REP,14450,False
Georgia,Clarke County,Jo Jorgensen,LIB,841,False
Georgia,Clarke County, Write-ins,WRI,0,False
Georgia,Clay County,Joe Biden,DEM,791,True
Georgia,Clay County,Donald Trump,REP,637,False
Georgia,Clay County,Jo Jorgensen,LIB,7,False
Georgia,Clay County, Write-ins,WRI,0,False
Georgia,Clayton County,Joe Biden,DEM,95466,True
Georgia,Clayton County,Donald Trump,REP,15811,False
Georgia,Clayton County,Jo Jorgensen,LIB,1053,False
Georgia,Clayton County, Write-ins,WRI,0,False
Georgia,Clinch County,Donald Trump,REP,2105,True
Georgia,Clinch County,Joe Biden,DEM,744,False
Georgia,Clinch County,Jo Jorgensen,LIB,12,False
Georgia,Clinch County, Write-ins,WRI,0,False
Georgia,Cobb County,Joe Biden,DEM,221847,True
Georgia,Cobb County,Donald Trump,REP,165436,False
Georgia,Cobb County,Jo Jorgensen,LIB,6445,False
Georgia,Cobb County, Write-ins,WRI,0,False
Georgia,Coffee County,Donald Trump,REP,10578,True
Georgia,Coffee County,Joe Biden,DEM,4511,False
Georgia,Coffee County,Jo Jorgensen,LIB,125,False
Georgia,Coffee County, Write-ins,WRI,0,False
Georgia,Colquitt County,Donald Trump,REP,11777,True
Georgia,Colquitt County,Joe Biden,DEM,4190,False
Georgia,Colquitt County,Jo Jorgensen,LIB,119,False
Georgia,Colquitt County, Write-ins,WRI,0,False
Georgia,Columbia County,Donald Trump,REP,50013,True
Georgia,Columbia County,Joe Biden,DEM,29232,False
Georgia,Columbia County,Jo Jorgensen,LIB,1330,False
Georgia,Columbia County, Write-ins,WRI,0,False
Georgia,Cook County,Donald Trump,REP,4900,True
Georgia,Cook County,Joe Biden,DEM,2059,False
Georgia,Cook County,Jo Jorgensen,LIB,76,False
Georgia,Cook County, Write-ins,WRI,0,False
Georgia,Coweta County,Donald Trump,REP,51501,True
Georgia,Coweta County,Joe Biden,DEM,24210,False
Georgia,Coweta County,Jo Jorgensen,LIB,1088,False
Georgia,Coweta County, Write-ins,WRI,0,False
Georgia,Crawford County,Donald Trump,REP,4428,True
Georgia,Crawford County,Joe Biden,DEM,1615,False
Georgia,Crawford County,Jo Jorgensen,LIB,59,False
Georgia,Crawford County, Write-ins,WRI,0,False
Georgia,Crisp County,Donald Trump,REP,4985,True
Georgia,Crisp County,Joe Biden,DEM,2982,False
Georgia,Crisp County,Jo Jorgensen,LIB,66,False
Georgia,Crisp County, Write-ins,WRI,0,False
Georgia,Dade County,Donald Trump,REP,6066,True
Georgia,Dade County,Joe Biden,DEM,1261,False
Georgia,Dade County,Jo Jorgensen,LIB,107,False
Georgia,Dade County, Write-ins,WRI,0,False
Georgia,Dawson County,Donald Trump,REP,13398,True
Georgia,Dawson County,Joe Biden,DEM,2486,False
Georgia,Dawson County,Jo Jorgensen,LIB,197,False
Georgia,Dawson County, Write-ins,WRI,0,False
Georgia,Decatur County,Donald Trump,REP,6755,True
Georgia,Decatur County,Joe Biden,DEM,4782,False
Georgia,Decatur County,Jo Jorgensen,LIB,88,False
Georgia,Decatur County, Write-ins,WRI,0,False
Georgia,DeKalb County,Joe Biden,DEM,308162,True
Georgia,DeKalb County,Donald Trump,REP,58377,False
Georgia,DeKalb County,Jo Jorgensen,LIB,4207,False
Georgia,DeKalb County, Write-ins,WRI,0,False
Georgia,Dodge County,Donald Trump,REP,5843,True
Georgia,Dodge County,Joe Biden,DEM,2172,False
Georgia,Dodge County,Jo Jorgensen,LIB,56,False
Georgia,Dodge County, Write-ins,WRI,0,False
Georgia,Dooly County,Donald Trump,REP,2159,True
Georgia,Dooly County,Joe Biden,DEM,1911,False
Georgia,Dooly County,Jo Jorgensen,LIB,35,False
Georgia,Dooly County, Write-ins,WRI,0,False
Georgia,Dougherty County,Joe Biden,DEM,24568,True
Georgia,Dougherty County,Donald Trump,REP,10441,False
Georgia,Dougherty County,Jo Jorgensen,LIB,278,False
Georgia,Dougherty County, Write-ins,WRI,0,False
Georgia,Douglas County,Joe Biden,DEM,42814,True
Georgia,Douglas County,Donald Trump,REP,25454,False
Georgia,Douglas County,Jo Jorgensen,LIB,838,False
Georgia,Douglas County, Write-ins,WRI,0,False
Georgia,Early County,Donald Trump,REP,2710,True
Georgia,Early County,Joe Biden,DEM,2450,False
Georgia,Early County,Jo Jorgensen,LIB,28,False
Georgia,Early County, Write-ins,WRI,0,False
Georgia,Echols County,Donald Trump,REP,1256,True
Georgia,Echols County,Joe Biden,DEM,167,False
Georgia,Echols County,Jo Jorgensen,LIB,18,False
Georgia,Echols County, Write-ins,WRI,0,False
Georgia,Effingham County,Donald Trump,REP,23361,True
Georgia,Effingham County,Joe Biden,DEM,7718,False
Georgia,Effingham County,Jo Jorgensen,LIB,492,False
Georgia,Effingham County, Write-ins,WRI,0,False
Georgia,Elbert County,Donald Trump,REP,6226,True
Georgia,Elbert County,Joe Biden,DEM,2879,False
Georgia,Elbert County,Jo Jorgensen,LIB,66,False
Georgia,Elbert County, Write-ins,WRI,0,False
Georgia,Emanuel County,Donald Trump,REP,6553,True
Georgia,Emanuel County,Joe Biden,DEM,2886,False
Georgia,Emanuel County,Jo Jorgensen,LIB,66,False
Georgia,Emanuel County, Write-ins,WRI,0,False
Georgia,Evans County,Donald Trump,REP,2888,True
Georgia,Evans County,Joe Biden,DEM,1324,False
Georgia,Evans County,Jo Jorgensen,LIB,35,False
Georgia,Evans County, Write-ins,WRI,0,False
Georgia,Fannin County,Donald Trump,REP,12169,True
Georgia,Fannin County,Joe Biden,DEM,2570,False
Georgia,Fannin County,Jo Jorgensen,LIB,110,False
Georgia,Fannin County, Write-ins,WRI,0,False
Georgia,Fayette County,Donald Trump,REP,37956,True
Georgia,Fayette County,Joe Biden,DEM,33062,False
Georgia,Fayette County,Jo Jorgensen,LIB,976,False
Georgia,Fayette County, Write-ins,WRI,0,False
Georgia,Floyd County,Donald Trump,REP,28906,True
Georgia,Floyd County,Joe Biden,DEM,11917,False
Georgia,Floyd County,Jo Jorgensen,LIB,518,False
Georgia,Floyd County, Write-ins,WRI,0,False
Georgia,Forsyth County,Donald Trump,REP,85123,True
Georgia,Forsyth County,Joe Biden,DEM,42208,False
Georgia,Forsyth County,Jo Jorgensen,LIB,1980,False
Georgia,Forsyth County, Write-ins,WRI,0,False
Georgia,Franklin County,Donald Trump,REP,9069,True
Georgia,Franklin County,Joe Biden,DEM,1593,False
Georgia,Franklin County,Jo Jorgensen,LIB,103,False
Georgia,Franklin County, Write-ins,WRI,0,False
Georgia,Fulton County,Joe Biden,DEM,380212,True
Georgia,Fulton County,Donald Trump,REP,137247,False
Georgia,Fulton County,Jo Jorgensen,LIB,6320,False
Georgia,Fulton County, Write-ins,WRI,0,False
Georgia,Gilmer County,Donald Trump,REP,13429,True
Georgia,Gilmer County,Joe Biden,DEM,2932,False
Georgia,Gilmer County,Jo Jorgensen,LIB,164,False
Georgia,Gilmer County, Write-ins,WRI,0,False
Georgia,Glascock County,Donald Trump,REP,1402,True
Georgia,Glascock County,Joe Biden,DEM,155,False
Georgia,Glascock County,Jo Jorgensen,LIB,8,False
Georgia,Glascock County, Write-ins,WRI,0,False
Georgia,Glynn County,Donald Trump,REP,25617,True
Georgia,Glynn County,Joe Biden,DEM,15882,False
Georgia,Glynn County,Jo Jorgensen,LIB,489,False
Georgia,Glynn County, Write-ins,WRI,0,False
Georgia,Gordon County,Donald Trump,REP,19405,True
Georgia,Gordon County,Joe Biden,DEM,4384,False
Georgia,Gordon County,Jo Jorgensen,LIB,244,False
Georgia,Gordon County, Write-ins,WRI,0,False
Georgia,Grady County,Donald Trump,REP,7034,True
Georgia,Grady County,Joe Biden,DEM,3619,False
Georgia,Grady County,Jo Jorgensen,LIB,54,False
Georgia,Grady County, Write-ins,WRI,0,False
Georgia,Greene County,Donald Trump,REP,7066,True
Georgia,Greene County,Joe Biden,DEM,4087,False
Georgia,Greene County,Jo Jorgensen,LIB,91,False
Georgia,Greene County, Write-ins,WRI,0,False
Georgia,Gwinnett County,Joe Biden,DEM,241994,True
Georgia,Gwinnett County,Donald Trump,REP,166400,False
Georgia,Gwinnett County,Jo Jorgensen,LIB,5629,False
Georgia,Gwinnett County, Write-ins,WRI,0,False
Georgia,Habersham County,Donald Trump,REP,16637,True
Georgia,Habersham County,Joe Biden,DEM,3562,False
Georgia,Habersham County,Jo Jorgensen,LIB,232,False
Georgia,Habersham County, Write-ins,WRI,0,False
Georgia,Hall County,Donald Trump,REP,64183,True
Georgia,Hall County,Joe Biden,DEM,25033,False
Georgia,Hall County,Jo Jorgensen,LIB,1321,False
Georgia,Hall County, Write-ins,WRI,0,False
Georgia,Hancock County,Joe Biden,DEM,2976,True
Georgia,Hancock County,Donald Trump,REP,1154,False
Georgia,Hancock County,Jo Jorgensen,LIB,23,False
Georgia,Hancock County, Write-ins,WRI,0,False
Georgia,Haralson County,Donald Trump,REP,12330,True
Georgia,Haralson County,Joe Biden,DEM,1791,False
Georgia,Haralson County,Jo Jorgensen,LIB,125,False
Georgia,Haralson County, Write-ins,WRI,0,False
Georgia,Harris County,Donald Trump,REP,14319,True
Georgia,Harris County,Joe Biden,DEM,5457,False
