company_name,services_provided,mbe_wbe_cert,small_local_cert,veteran_cert,sdo_cert,has_bais_id,address,city,state,zipcode,contact_name,contact_title,phone,fax,email,business_type,construction,year_established,number_employees,business_area_1,business_area_2,business_area_3,naics_1,naics_2,naics_3
"Audiospectrum, Inc.",Sound equipment rental/sales   ,MBE,,,false,true,50 Mazzeo Drive Randolph MA 02368,Randolph,MA,02368,Mr. Rafael Jaimes,Owner,(617) 719-1331,,sales@audiospectrum.com,Profit,false,,Under 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,,532210 - Consumer Electronics and Appliances Rental,,
"Aulson Company, Inc., The","Specialty contractor:  asbestos, lead paint, and mold remediation; interior demolition; restoration; roofing.  This is a Service Disabled Veteran Owned Small Business Enterprise (SDVOSBE).   ",,SBE,SDVOSB,false,true,49 Danton Drive Methuen MA 08144,Methuen,MA,08144,"Mr. Alan P Aulson, Sr.",President,(978) 975-4500,(978) 975-0101,cginas@aulson.com,Profit,true,1990,,AB - Aspestos Control,"RF - Roofing, Sheet Metal Contractors",,562910 - Remediation Services ,238910 - Site Preparation Contractors,238160 - Roofing Contractors 
"Austin Transportation, LLC",Ground transportation,MBE,SLBE,,false,true,"33 Regina Road, #3 Dorchester MA 02124",Dorchester,MA,02124,Mr. Robert Austin,Owner,(617) 799-9670,,robaustin28@msn.com,Profit,false,2006,Under 10,"TR - Travel, Transportation (Travel Agencies, Planning, Limo Services)",,,485999 - All Other Transit and Ground Passenger Transportation ,485991 - Special Needs Transportation ,485510 - Charter Bus Industry
"AVFX, Inc.",Audio visual equipment   ,,SLBE,,false,true,96 Holton Street Boston MA 02135,Boston,MA,02135,Mr. Murray Lapides,,(617) 254-0770,(617) 254-7101,tcrocker@avfx.com,Profit,false,1981,21-40,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,,532490 - Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,,
Azad Architects,Design/planning; architecture   ,MBE,,,false,false,280 California Street Newton MA 02458,Newton,MA,02458,Mr. Najim M Azadzoi,Principal,(617) 558-4144,(617) 558-4144,azadarchitects@yahoo.com,Profit,false,1993,Under 10,AE - Architects/Engineers,"AS - Architectural Support Services, Surveying",CN - Construction Management: Small Commercial Projects,541310 - Architectural Services,541330 - Engineering Services,
"B2B Holdings, Inc. dba Alpha Identification",ID badging and event badging supplies; custom print and promotional products   ,WBE,,,true,false,168 Sutton Street Uxbridge MA 01569,Uxbridge,MA,01569,Ms. Mary Bloem,President,(508) 839-6144,(508) 839-6145,mbloem@alphaidinc.com,Profit,false,2018,Under 10,SU - Suppliers,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,"326130 - Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing",326199 - All Other Plastics Product Manufacturing ,
Babbling Brook Family Tutoring Service,"Educational support services, office services, and training   ",MWBE,SLBE,,false,false,154 Maverick Street East Boston MA 02128,East Boston,MA,02128,Ms. Naimah Allateef,Owner,(857) 264-0802,,allateef1@yahoo.com,Profit,false,2013,Under 10,"ED - Education (see also OS, TA)","OS - Office Services (Clerical Support, Employment, Court Reporting, Typing, etc., see also EM)",TA - Training (see also ED),611710 - Educational Support Services,624110 - Child and Youth Services ,561499 - All Other Business Support Services 
"Back Bay Concrete, Inc.","Concrete slabs, stairs, sidewalks   ",WBE,,,false,false,87 New Salem Street (Rear) Wakefield MA 01880,Wakefield,MA,01880,Ms. Betty Ann Widell,,(781) 245-3133,(781) 245-3054,backbayconcrete@verizon.net,Profit,true,2004,10-20,CM - Concrete & Masonry Contractors,,,238110 - Poured Concrete Foundation and Structure Contractors ,,
"Balloon City of Boston, Inc.",Full service balloon company providing unique and creative balloon d�cor to the private and public sector; retail balloon and gift store   ,WBE,,,false,true,995 Bennington Street East Boston MA 02128,East Boston,MA,02128,Ms. Christine Bernstein,President,(617) 567-9114,(617) 567-3633,,Profit,false,,Under 10,RT - Retail Sales of Art & Framing,SU - Suppliers,,"453220 - Gift, Novelty, and Souvenir Stores ",,
"Banks II Quan Associates, Inc.",Consulting engineering:  MEP design; energy master planning; energy studies; monitoring based commissioning; retro commissioning; demand response; energy storage; and design build,WBE,,,true,false,"100 Burtt Road, suite 212 Andover MA 01810",Andover,MA,01810,Ms. Nancy Banks,Chief Executive Officer,(978) 447-5613,(978) 719-6339,nbanks@b2qassociates.com,Profit,false,2002,10-20,AE - Architects/Engineers,"COA - Consultants: Architecture, Engineering",,541330 - Engineering Services,,
Barry Jones and Associates,"Flooring sales and installation:  carpet, vinyl, wood, ceramic   ",MBE,SBE,,false,false,157 Main Street Avon MA 02322,Avon,MA,02322,Mr. Barry Jones,Owner,(781) 608-2542,(781) 344-5985,carpetbarry@yahoo.com,Profit,true,2008,Under 10,"FL - Floor Contractors (Carpet, Tile, Linoleum)",,,238330 - Flooring Contractors,442210 - Floor Covering Stores ,
Baseline Supply LLC,Supplier of construction materials and building supplies   ,WBE,SBE,,true,false,65 Turnberry Drive Monroe Township NJ 08831,Monroe Township,NJ,08831,Ms. Tracey Meents,President,(732) 835-2080,(888) 398-2080,baselinesupply@gmail.com,Profit,true,2010,Under 10,SU - Suppliers,,,423390 - Other Construction Material Merchant Wholesalers ,"423610 - Electrical Apparatus and Equipment, Wiring Supplies, and Related Equipment Merchant Wholesalers ",423510 - Metal Service Centers and Other Metal Merchant Wholesalers 
"Bay State Water Works Supply, Inc.",Distributor of water and sewer supplies   ,WBE,SBE,,false,false,96 Taylor Street Littleton MA 01460,Littleton,MA,01460,Ms. Nicole Correnti,President,(978) 486-8854,(978) 486-8806,baystatewater@aol.com,Profit,true,1989,Under 10,SU - Suppliers,,,423510 - Metal Service Centers and Other Metal Merchant Wholesalers ,,
B.C. Janitorial Company,Janitorial and general cleaning   ,WBE,,,false,true,45 Moville Street West Roxbury MA 02132,West Roxbury,MA,02132,Ms. Barbara C Williamson,,(617) 469-3191,(617) 327-1352,,Profit,false,1994,Under 10,"JA - Janitorial Services/Supplies (see also MA, RS)","MA - Maintenance (Industrial, Commericial, Residential, see also JA, RS)",RS - Residential Services,,,
"B.C. Tent & Awning Company, Inc.","Rent tents, tables, chairs and party items; stages; dance floor; sell custom awnings   ",,SBE,,false,true,25 Bodwell Street Avon MA 02322,Avon,MA,02322,Mr. Robert Costa,President,(508) 586-0900,(508) 586-7177,info@bctent.com,Profit,false,,10-20,EP - Equiment Rental (Heavy Construction),,,,,
BECO Engineering Services,"Consulting engineering services for steel fabricators and detailers, connection design and supervision of shop drawing preparation for steel structures and value engineering   value engineering",MBE,SBE,,true,false,340 Andrews Avenue Johnson City NY 13790,Johnson City,NY,13790,Mr. Bruce E Caro,Chief Engineer,(607) 797-8263,(607) 797-6511,bcaro@stny.rr.com,Profit,false,1991,Under 10,EG - Civil/Structural Engineering,AE - Architects/Engineers,"COA - Consultants: Architecture, Engineering",541330 - Engineering Services,,
"B. Edelin Event Planning, Inc.","Full service event planning,consulting and management   ",MWBE,SBE,,false,false,115 Pondview Drive Oak Bluffs MA 02557,Oak Bluffs,MA,02557,Ms. Barbara E Edelin,President,(617) 480-7828,(941) 355-7265,bedelin@aol.com,Profit,false,1989,Under 10,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,,561920 - Convention and Trade Show Organizers,,
Berkeley Building Company,General contracting; construction management; design build   ,,SBE,VOSB,false,true,50 Main Street Wakefield MA 01880,Wakefield,MA,01880,Mr. Emil Frei,President,(781) 246-3353,(781) 246-3354,ef@berkeleybuildingcompany.com,Profit,true,2010,,GC - General Contractors,CN - Construction Management: Small Commercial Projects,,236220 - Commercial and Institutional Building Construction ,,
Best Painters,Interior and exterior painting   ,MBE,SBE,,false,false,19 Hill Street West Springfield MA 01089,West Springfield,MA,01089,Mr. Daniel Santiago,Owner,(413) 887-8696,,bstpainters@yahoo.com,Profit,true,2013,Under 10,PA - Painting and Papering Contractors,,,238320 - Painting and Wall Covering Contractors,,
Beyond The Wire,Installation and design of audiovisual systems and IT infrastructure.  This is a Service Disabled Veteran Owned Small Business Enterprise (SDVOSBE).   ,,SBE,SDVOSB,false,false,905 South Main Street Mansfield MA 02048,Mansfield,MA,02048,Mr. Paul Kelly,,(508) 809-4447,,paul.kelly@beyondthewire.net,Profit,false,,,COS - Consultants: Systems Analysis,EL - Electrical Contractors,,541519 - Other Computer Related Services,238210 - Electrical Contractors and Other Wiring Installation Contractors,
Bill Hamletts Exterminating Company,"Residential, industrial and commercial exterminating services   ",MBE,SLBE,,true,false,187 West Canton Street Boston MA 02116,Boston,MA,02116,Mr. William E Hamlett,,(617) 536-0271,(617) 236-4114,,Profit,false,1982,Under 10,PE - Pest Control,,,,,
BJ Cockrell Real Estate Appraisal & Consulting,Real estate appraisal; consulting services; market study reports   services,MWBE,SBE,,true,true,17 Tucker Street Milton MA 02186,Milton,MA,02186,Beatrice E James-Cockrell,Principal,(617) 835-7559,,beajcockrell@comcast.net,Profit,false,1992,Under 10,"RE - Real Estate (Development, Management, Sales and Appraisals)",,EC - Economic Development,531320 - Offices of Real Estate Appraisers ,531390 - Other Activities Related to Real Estate ,
"Bloom Architecture, Inc.",Architecural and interior design services   ,,SLBE,,false,true,784a Tremont Street Boston MA 02118,Boston,MA,02118,Mr. Derek Bloom,Owner,(617) 607-4589,(781) 823-7688,db@derekbloomarchitects.com,Profit,false,2003,Under 10,AE - Architects/Engineers,,,541310 - Architectural Services,,
"Boathouse Group, Inc.",Advertising and related services   ,,SBE,,false,false,260 Charles Street Waltham MA 02453,Waltham,MA,02453,Mr. John Connors,,(781) 663-6600,(781) 899-0020,igreenberg@boathouseinc.com,Profit,false,2001,21-40,AD - Advertising/Audovisual Graphic Design/Marketing Public Relations,,,541810 - Advertising Agencies,541860 - Direct Mail Advertising,541890 - Other Services Related to Advertising 
"Boggs Properties, LLC","Commercial/residential contracting; property management; snow plowing, sanding and removal; security analysis   ",MBE,SLBE,,true,true,P.O. Box 240641 Dorchester MA 02121,Dorchester,MA,02121,Mr. George E Boggs,Manager,(617) 282-4474,(617) 282-1701,boggsproperties@aol.com,Profit,false,1998,Under 10,"RE - Real Estate (Development, Management, Sales and Appraisals)","SE - Security (Guards, Dogs, Systems)",,531311 - Residential Property Managers ,238390 - Other Building Finishing Contractors,238160 - Roofing Contractors 
Bonita Jones and Associates,"Therapeutic and seated massage, stress management coaching; and business management consulting and training   ",MWBE,SLBE,,false,true,DBA A Relaxed Attitude Roxbury MA 02119-1435,Roxbury,MA,02119-1435,Ms. Bonita Jones,Founder,(617) 445-8946,,bbjbosma@aol.com,Profit,false,,Under 10,"AHS - Health Care (Providers, Services)",,,812199 - Other Personal Care Services ,541611 - Administrative Management and General Management Consulting Services ,
Bonnie Sontag dba WildWater International,"Organizational planning & design tools, methodologies, training and consulting services, change management consulting, and management   and Management.",WBE,,,true,true,10 Upland Road Newbury MA 01950,Newbury,MA,01950,Bonnie H Sontag,Owner,(978) 499-8790,(978) 465-0734,,Profit,false,1999,Under 10,BU - Business Management Consultants,COM - Consultants: Management,TA - Training (see also ED),,,
"Boston Baking, Inc.",Wholesale manufacturer of baked goods   ,WBE,SLBE,,false,false,101 Sprague Street Boston MA 02136,Boston,MA,02136,Ms. Julee Robey-Boschetto,President,(617) 364-6900,(617) 364-6922,julee@bostonbaking.com,Profit,false,2004,41-100,"FD - Food Products, Services",MU - Manufacturers,SU - Suppliers,"311813 - Frozen Cakes, Pies, and Other Pastries Manufacturing ",,
Boston Brewin Coffee Company,"Coffee shop:  whole bean coffee, brewed coffee (organic), teas, and pastries   ",,SLBE,,false,false,45 Bromfield Street Boston MA 02108,Boston,MA,02108,Mr. Thomas Barnes,Owner,(617) 504-4013,,danny@bostonbrewincoffee.com,Profit,false,2011,Under 10,"CS - Concession Stands (Food, Newspa[er, Cigarettes, etc.)","FD - Food Products, Services",RT - Retail Sales of Art & Framing,,,
"Boston Caf� & Catering, Inc.",Caterers   ,,SBE,,false,true,DBA Boston Catering & Events Woburn MA 01801,Woburn,MA,01801,Mr. David Briggs,President,(781) 938-9300,(781) 937-9833,dbriggs@bostoncater.com,Profit,false,,21-40,CT - Catering,,,722320 - Caterers,,
"Boston Change Management Partners, LLC","Consulting services, communication, training and coaching",MWBE,,,false,false,749 Worcester Street Wellesley MA 02481,Wellesley,MA,02481,Ms. Joan Pierre,Managing Principal,(781) 591-0410,,joan.pierre@bostoncmpartners.com,Profit,false,2019,Under 10,COG - Consultants: Human Resources,TA - Training (see also ED),"ED - Education (see also OS, TA)",541611 - Administrative Management and General Management Consulting Services ,611710 - Educational Support Services,
"Boston Demolition Service Company, LLC",Interior and exterior demolition services   ,MBE,SBE,,false,false,43 Charles Street Needham MA 02494,Needham,MA,02494,Mr. David Michalak,President,(781) 400-1493,(781) 400-1532,dave@bostondemolitionservice.com,Profit,true,2011,10-20,"SI - Sitework (Excavation, Demolition, Utilities, Sewage, see also GC)",,,238910 - Site Preparation Contractors,,
"Bostonian Society, The","Historic site, museum and Boston gifts   ",,SLBE,,false,true,206 Washington Street Boston MA 02109,Boston,MA,02109,Mr. Brian Lemay,Executive Director,(617) 720-1713,,contributions@bostonhistory.org,Not-for-Profit,false,,,"ED - Education (see also OS, TA)",RT - Retail Sales of Art & Framing,,712110 - Museums ,712120 - Historical Sites,"453220 - Gift, Novelty, and Souvenir Stores "
"Boston Mailing Company, Inc.",Mailing services; sorting for postal discounts   ,WBE,SLBE,,true,true,65 Sprague Street Boston MA 02136,Boston,MA,02136,Ms. Margaret G McLaughlin,President,(617) 261-4880,(617) 261-0492,mail@bostonmailing.com,Profit,false,1887,Under 10,DI - Direct Mail Services,"CP - Computer (Hardware, Software, Design, Data Processing (see also COS, COT)",PT - Printers,541860 - Direct Mail Advertising,,
"Boston s Best Bartending Services, Inc.","Provide full service bartending, fully insured and certified, (no products supplied)   ",WBE,SBE,,false,true,42 Temple Street Newburyport MA 01950,Newburyport,MA,01950,Ms. Dianna Kinosian,,(978) 246-3666,(610) 887-1444,bostonsbestbar@aol.com,Profit,false,,Under 10,CT - Catering,,,722320 - Caterers,,
"Boston-Studio, Inc.","Design services, community engagement, development, architecture, art, education and landscape architecture   ",WBE,SLBE,,true,false,8 Highland Park Avenue Boston MA 02119,Boston,MA,02119,Ms. Jessica Leete,President,(415) 497-9598,,jsmleete@gmail.com,Profit,false,2018,Under 10,"LD - Landscaping (Design, Architects)",COD - Consultants: Design,"ED - Education (see also OS, TA)",541320 - Landscape Architectural Services,611430 - Professional and Management Development Training ,541310 - Architectural Services
Breezie Cleaning and Janitorial Services,Janitorial cleaning; window cleaning; carpet cleaning and floor care   ,MWBE,SLBE,,true,true,2823 Washington Street Roxbury MA 02119,Roxbury,MA,02119,Ms. Brittany McLemore,Owner,(866) 292-6228,,brittany@breeziecleaning.com,Profit,false,2018,Under 10,"JA - Janitorial Services/Supplies (see also MA, RS)",,,561720 - Janitorial Services ,,
"Bridgeline General Construction, Inc.",Interior and exterior carpentry   ,,SBE,,false,false,321 Billerica Road Chelmsford MA 01824,Chelmsford,MA,01824,Mr. Gustavo Lopes,Owner,(844) 221-0205,,wagner@bridgelinegc.com,Profit,true,2013,Under 10,CA - Carpentry,"JA - Janitorial Services/Supplies (see also MA, RS)",,238170 - Siding Contractors ,,
