"license_num","historicallicensenum","status","license_type","issued","expires","business_name","dba_name","comments","location_comments","opening","closing","patronsout","capacity","applicant","manager","day_phone","evening_phone","address","city","state","zip","gpsx","gpsy"
LB-353633,,Active,Retail All Alc.,2018-04-25,2020-12-31,"Cardullo's Gourmet Food Shoppe, Inc.",Cardullo's Gourmet Shoppe,,"On first floor (+/- 2,667 SF) consisting of one room and additional storage in rear.  Main entrance/exit on Seaport Boulevard and one service entry/fire exit.",,"9:00 PM","9:30 PM",0.00," Cardullo's Gourmet Food Shoppe, Inc.", Richard Wilson,,,"101   Seaport BLVD",Boston,MA,"02210",779063.469753133,2953316.34395003
LB-353145,,Active,Retail All Alc.,2018-04-25,2020-12-31,"Retail Beverages Partners - South Bay, Inc.",Liquor Aisle,No nips No tobacco,"In one large room on first floor with storage (1,109 sf. total), one entrance and one exit",,"11 :00 PM",,0.00," Retail Beverages Partners - South Bay, Inc.", SAKIRA P. PATEL,,,"1100   Massachusetts AVE",Dorchester,MA,"02125",773663.997141111,2944285.94190222
LB-353653,,Active,CV7ALN - Neighborhood Restricted,2018-04-04,2020-12-31,"HOME RUN CAFE, INC.",Home Run Cafe,,Full service restaurant with approximately 10-14 tables and one bar with seating area. One main front entrance and one exit.  ,,"2:00 AM","2:30 AM",88.00," Home Run Cafe, Inc.", Hector Guerrero Villar,(617)331-7580,,"1269    Massachusetts AVE",Dorchester,MA,"02125",774444.993756965,2942471.54729627
LB-352377,,Active,Retail Malt Wine,2018-02-07,2020-12-31,"Walden Local, Inc.",Walden Local Meat Co.,,,,"9:00 PM",,0.00," Walden Local, Inc.", Charles J. Cummings,,,"316    Shawmut AVE",Roxbury,MA,"02118",772260.113274932,2949934.83975123
LB-352398,,Active,Gen Prem All Alcohol Rest,2018-01-31,2020-12-31,"The Institute of Contemporary Art, Inc.",,,,,"2:00 AM","2:30 AM",1876.00," The Institute of Contemporary Art, Inc.", PIERRE PRAT,,,"25   Harbor Shore  DR",Boston,MA,"02210",779667.343432761,2953905.5973239
LB-202317,,Active,CV7MWN - Neighborhood Restricted,2018-01-16,2019-12-31,"Ravello, LLC",Molinaris,,"One story building, first floor to be licensed, 1 large room of open floor kitchen and eat in area, 1 small room for kitchen prep. 1 entrance 1 exits Storage in basement.",,"11:00 PM","11:30 PM",48.00," Ravello, LLC",Doreen Cincotta,(617)839-7022,,"789     Adams ST",Dorchester,MA,"02124",776336.072243078,2928576.44857916
LB-351113,,Active,CV7 Malt Wine Liq. Restrict.,2018-01-12,2020-12-31,"Golden Naga, Inc.",Laughing Monk Cafe,,"Restaurant on first floor of one story building (+/- 1,082 sq. ft.), two (2) rooms including kitchen/sushi bar/dining room (+/- 906 sq. ft.) and office/storage (+/- 176 sq. ft.) with one (1) entrance and one (1) exit.",,"1:00 AM","1:30 AM",34.00," Golden Naga, Inc.", Dome Nakapakorn,(617)232-8000,,"737     Huntington AVE",Boston,MA,"02115",762824.999986157,2947010.0000045
LB-352043,,Active,CV7 All Alc. Airp.,2017-12-19,2020-12-31,"TASTES ON THE FLY LOGAN, LLC",Stephanie's,,"1 floor; 4 rooms; office 110 s.f., kichen 852 s.f., dining room, and patio 2,630 sq ft; Total floor area is 3,356 s.f.",,"2:00 AM","2:30 AM",134.00," Tastes on the Fly Logan, LLC", DAVID J. KOSOSKI,,,      Logan Airport  Terminal E  ,East Boston,MA,"02128",0.0,0.0
LB-349572,,Active,CV7 All Alc. Restrict.,2017-12-05,2020-12-31,American Multi-Cinema,AMC,SOUTH BAY RESTRICTED,"The first floor: main lobby and ticket admission stations. Two entrances and two exits. The second floor, to be licensed: a concession lobby, MacGuffin's Bar area, that is 205 square feet large, twelve auditoriums, a storage room, office space, a woman's restroom, men's restroom and a family restroo",,"2:00 AM","2:30 AM",1551.00," American Multi-Cinema, Inc.", SAMUEL W. MUCHIRI,,,"25   District AVE",Dorchester,MA,"02125",774584.03360794,2944077.55492465
LB-303392,,Active,Inn. All Alc.,2017-11-29,2020-12-31,"280 Friend Street Fee LLC",Hotel Indigo Boston,,"Five story, 18 rooms per floor from floors 2-5 totaling 72 rooms. No outdoor space. Building is estimated 50,000 total square feet. First floor proposed reception area 250 sq. ft. First floor proposed restaurant and bar is 900 sq. ft. Lower level proposed conference room is 150 sq. ft. The hotel",,"1:00 AM","1:30 AM",44.00, 280 FRIEND STREET FEE LLC, ROBERT F. HOFFMAN,,,"280     Friend ST",Boston,MA,"02114",774577.393661097,2958288.39406301
LB-311729,,Active,CV7 All Alc. Restrict.,2017-11-28,2020-12-31,Perkins Square Restaurant LLC,Fat Baby Sushi & Cocktails,,"Approximately 2,600 square feet of retail restaurant space on the first floor with one entrance and two exits, with seating, central bar area, restrooms, basement area, office space and storage.",,"1:00 AM","1:30 AM",117.00, Perkins Square Restaurant LLC,Michael Shaw,,,"118    Dorchester ST",South Boston,MA,"02127",778857.000001088,2947430.00000489
LB-313561,,Active,CV7ALN - Neighborhood Restricted,2017-11-27,2020-12-31,Cafe Lyon LLC,Bar Lyon,,"Restaurant on one floor, five rooms including dinning room and bar area with seating for sixty one (61) patrons, kitchen, back of house area, storage in basement, one (1) entrance and three (3) exits. Main entrance/exit located at the intersection of Washington Street and Massachusetts Avenue.",,"1:00 AM","1:30 AM",78.00, Cafe Lyon LLC, MARK D'ALESSANDRO,(617)904-4020,,"1750    Washington ST",Boston,MA,"02118",770650.77404317,2947904.22278956
LB-303682,,Active,CV7ALN - Neighborhood Restricted,2017-11-22,2020-12-31,"FORT HILL JERK CHICKEN, LLC",Sojourner's Lounge,,"In 3 rooms on the first floor, kitchen in rear, storage in the basement. Outdoor seasonal patio on private property for 16 patrons. 40 seats total. Total 1,866 sq. ft. - Dining Room/Bar - 1,100 sq. ft.; basement storage 366 sq. ft.; outdoor patio 400 sq. ft. 1 entrance 3 exits.",,"11:00 PM","11:30 PM",0.00," Fort Hill Jerk Chicken, LLC",Christopher Grant,(617)293-8609,,"13    Dudley ST",Roxbury,MA,"02119",767244.427830264,2945284.57715489
LB-202498,,Active,Inn. All Alc. Restrict.,2017-11-15,2020-12-31,"Beverly Street Hotel 1B, LLC",,,,,"2:00AM","2:30 AM",0.00," Beverly Street Hotel 1B, LLC", NATASHA CASILLO,(305)682-4106,,"107   Beverly St",Boston,MA,"02114",775244.417268786,2958564.98080216
LB-202298,,Active,CV7 All Alc.,2017-11-06,2020-12-31,"BUH2, LLC",,,Restaurant and bar on first floor with kitchen and banquet space in lower level; main entrance on Temple Street with emergency access in rear.,,"2:00 AM","2:30 AM",360.00," BUH2, LLC",Brian Piccini,(617)227-5011,,"52   Temple Pl",Boston,MA,"02111",774729.846052691,2954810.61931252
LB-162570,,Active,CV7 All Alc.,2017-10-24,2020-12-31,"BIG NIGHT VENUES BOSTON 4, LLC",Scorpion Bar & Restaurant/The Grand,Board approved bottle service with condition that is not to exceed 100 patrons on 2nd floor 225 third pursuant plan submitted Licensee,"Approx 21,930 sq ft of floor area in a new building to be constructed at Seaport Square Lobby level 2,039 SF - The lobby entrance/exit on floor one has 3 doors Mid level 8,831 SF - Level 2, there are 3 exits, each lead back to the lobby Upper level 11,060 SF - Level 3, there are 3 exits, each lead b",,"2:00 AM","2:30 AM",1009.00," BIG NIGHT VENUES BOSTON 4, LLC", MICHAEL E. NACHMAN,(617)338-4343,(339)499-8617,"25   Northern Av",Boston,MA,"02210",778468.152110439,2954070.87661274
LB-314275,,Active,Retail All Alc.,2017-09-18,2020-12-31,"LLH, LLC",Trader Joe's,Board granted petition to sell alcohol on Sundays beginning 10 00 am,"On a single floor consisting of approximately 16,785 square feet of ground level retail supermarket space with floor retail area, storage, break room, beverage cooler, restrooms, one entrance and five exits.",,"10:00 PM",,0.00," LLH, LLC", KATHERINE FRANCES CATKA,,,"199  N Harvard ST",Allston,MA,"02134",756243.821836835,2957700.42374864
LB-316991,,Active,CV7 Malt Wine Liq.,2017-08-24,2020-12-31,"Patagonia, Inc.",Gyro City,,"Two (2) floors with first floor to be licensed; first floor consisting of approximately 2,760 S.F including one (1) kitchen, two (2) coolers, two (2) bathrooms, kitchen storage and indoor seating capacity of approximately 40, with two (2) entrances and four (4) exits; basement floor for storage cons",,"11:00 PM","11:30 PM",45.00," Panagiota, Inc", Polyvios J. Christopher,,,"181   Chestnut Hill AVE",Brighton,MA,"02135",749543.027158496,2949773.35231872
LB-334563,,Active,Retail All Alc.,2017-08-18,2020-12-31,"842 Beacon Street Liquors, LLC",Shippy's Warehouse Wine and Spirits,No nips no kegs walk in cooler lottery,"Street level commercial building with first floor consisting of one room approximately 1,000 sq. ft. with downstairs storage room of approximately 600 sq. ft. to be licensed.  Total sq. ft. = 1,600. One entrance and 2 exits. In addition off the storage room is an emergency door for deliveries",,"11:00 PM",,0.00," 842 Beacon Street Liquors, LLC", Cary Eyges,,,"842    Beacon ST",Boston,MA,"02215",763399.771009693,2951863.48503181
LB-336046,,Active,CV7MWN - Neighborhood Restricted,2017-08-18,2020-12-31,"Churrascaria Vulcao, LLC",Churrascaria Vulcao,,One room first floor with kitchen and basement storage.,,"11:00 PM","11:30 PM",46.00," Churrascaria Vulcao, LLC",Andre Gomes,(774)360-2781,,"203    Adams ST",Dorchester,MA,"02122",775138.999997616,2935339.99999364
LB-332668,,Active,Retail All Alc.,2017-06-22,2020-12-31,Namgyal Corporation,Back Bay Wine and Spirits,No nips singles lottery,"Eleven story building, first floor unit to be licensed, in one (1) room, with one (1) entrance, two (2) exits. Total sq. ft. =1,087. Main entrance/exit on Dartmouth Street",,"10:00 PM","10:30 PM",0.00, Namgyal Corporation, Dawa Lama,(617)686-8055,,"185     Dartmouth ST",Boston,MA,"02116",770790.346649572,2952352.38896948
LB-318030,,Active,CV7 All Alc. Airp.,2017-06-16,2020-12-31,Legal Sea Foods LLC,Legal Sea Foods,,"Space known as E3-A08 located in Term E Logan Airport consisting of 2428 SF. The premises consists of a 26 seat full service bar, 26 seats at tables located adjacent to the main bar and 32 seats located adjacent to the Restaurant.",,"2:00 AM","2:30 AM",84.00," Legal Sea Foods, LLC", LEONARDO F. LEITE,,,      Logan Airport  Terminal E  ,East Boston,MA,"02128",0.0,0.0
LB-312661,,Active,CV7 Malt Wine Restrict.,2017-06-13,2020-12-31,"Aceituna Cafe, LLC",Aceituna Cafe,,In one room on first floor with kitchen and storage in rear. ,,"2:00 AM","2:30 AM",49.00," Aceituna Cafe, LLC", Samer Malak,(617)669-5598,,"57   Boston Wharf RD",Boston,MA,"02210",779063.469753133,2953316.34395003
LB-333434,,Active,BYOB Bring Your Own Bottle,2017-06-09,2018-12-31,"300 Saratoga Street Cafe, Inc.","300 Saratoga Street Cafe",,"Kitchen, dining area, bar/counter areas, bathroom, and a basement. There are 2 entrances/exits. Approximately 1,550 sq. ft.",,"1:00 AM","1:30 AM",30.00," 300 Saratoga Street Cafe, Inc.",Kenneth Grossman,,,"300    Saratoga ST",Boston,MA,"02128",782633.422953758,2963272.8664799
LB-318110,,Active,Retail Malt Wine,2017-05-30,2020-12-31,"Jam ON, LLC",American Provisions,,"2,553 Square feet, in one room on ground floor, main entrance/exit at the corner of Fuller Street and Dorchester Avenue, storage, kitchen and office in back of house; wine and malt beverage displays in rear of store.",,"9:00 PM",,0.00," Jam On, LLC",Andy Fadous,,,"1971   Dorchester AVE",Dorchester,MA,"02124",773833.574710687,2928605.62208511
LB-202196,,Active,CV7ALN - Neighborhood Restricted,2017-05-10,2020-12-31,BENNINGTON1004 LLC,Renegades Pub,,"Total Square Footage of premise = 1328 sq ft., In one room, on first floor, one entrance, two exits, basement for storage, kitchen in rear.",,"1:00 AM","1:30 AM",34.00, Bennington1004 LLC,Peter Ackerman,,,"1004    Bennington ST",Boston,MA,"02128",789408.165244493,2966397.78076265
LB-316958,,Active,CV7ALN - Neighborhood Restricted,2017-04-24,2020-12-31,"ANGLO HOSPITALITY, INC.",THE HAVEN,,"In two rooms (1,500 sq. ft.) on first floor, kitchen and storage in rear. Four means of egress.",,"1:00 AM","1:30 AM",45.00," ANGLO HOSPITALITY, INC.", JASON WADDLETON,,,"2   Perkins ST",Jamaica Plain,MA,"02130",761558.282896966,2942514.75244832
LB-318027,,Active,CV7 All Alc. Airp.,2017-04-21,2020-12-31,"EK Boston Lounge, LLC",Emirates,,"Airport Lounge on one floor, five rooms including airport waiting area with seating for one hundred twenty (120) patrons, kitchen, office, two (2) storage areas, one (1) entrance and three (3) exits",,Midnight,,312.00, EK Boston Lounge LLC, James Francis Dykes,,,      Logan Airport  Terminal E  ,East Boston,MA,"02128",0.0,0.0
LB-311978,,Active,CV7 All Alc.,2017-04-13,2020-12-31,"REBEL RESTAURANTS, INC.",Lawn on D,SIGNATURE PAVILION 450 STANDING 280 CHAIRS ONLY LAWN ON PAVILION 700 STANDING 330 CHAIRS ONLY,"19,000 total square feet with 3 lawn pads approximately 9,000 square feet (South Concourse). A tent roof top shelter of 5,000 square feet for food and beverage area. 800 square feet for cold and dry storage. A six foot lockable fence encircling the Lawn at the perimeter, there are 10 entrances/exits",,"11:00 PM","11:30 PM",4000.00, Rebel Restaurants Inc.,Dean M. Pacheco,(617)439-3502,,"420   D ST",Boston,MA,"02210",779068.719042815,2950645.15690089
LB-311416,,Active,CV7ALN - Neighborhood Restricted,2017-04-03,2020-12-31,"711 CENTRE LLC",CASA VERDE,,"IN ONE ROOM ON THE FIRST FLOOR, KITCHEN IN THE REAR, STORAGE IN THE BASEMENT.  14-Persons High Top Seats; 12-Persons Bar Dining Area; 12 Persons at Bar; 20 Persons Dining Area.",,"1:00 AM","1:30 AM",58.00, 711 CENTRE LLC, DAVID DOYLE,(617)522-9500,,"711    Centre ST",Jamaica Plain,MA,"02130",760391.000015885,2938729.9999968
LB-311737,,Active,Retail Malt Wine,2017-03-30,2020-12-31,"Maharaj and Swami, LLC",Quick Pick Convenience,,,,"11:00 PM",,0.00," Maharaj and Swami, LLC",Nimesh Rana,,,"971    Tremont ST",Mission Hill,MA,"02120",768623.704983547,2948302.4070777
LB-308323,CV7MWL0149,Active,CV7ALN - Neighborhood Restricted,2017-03-17,2020-12-31,CENT' ANNI CORPORATION,VICTORIA'S DINER,FOOD SERVICE 24 HOURS BOARD GRANTED PETITION TO SERVE ALCOHOLIC BEVERAGES WITH BRUNCH ON SUNDAYS BEGINNING 10 00 AM,"Two rooms and kitchen first floor, function room and store-off in basement.  ",,"1:00 AM","1:30 AM",198.00, CENT' ANNI CORPORATION, DAMIAN MARCIANTE,(617)442-5965,,"1024    Massachusetts AVE",Roxbury,MA,"02118",773306.898459911,2944510.17065817
LB-309337,,Active,CV7MWN - Neighborhood Restricted,2017-02-28,2020-12-31,"Country Kitchen, Inc.",,entrance in front one exit back Total first floor sq ft is 1420,One story building w/ full basement for storage; #838 has waiting area and takeout counter in front and kitchen area in back; #836 contains dining-in seating area in front with 5 tables and 19 seats which is the total seating capacity; back of #836 is a refrigeration area; ,,"1:00 AM","1:30AM",19.00," Country Kitchen, Inc.",Arleen Thomas-Campbell,(617)212-4413,,"838    Blue Hill AVE",Dorchester,MA,"02124",767839.999990821,2933179.99999163
LB-301847,,Active,Retail All Alc.,2017-02-23,2020-12-31,"Frank Anthony's Gourmet Market, LLC",Frank Anthony's Seaport Boston,,"A 2,745 square foot retail space located on the first floor of a fifteen story building.",,"11:00 PM",,0.00," Frank Anthony's Gourmet Market, LLC", MICHAEL PRISCO,,,"50   Northern AVE",Boston,MA,"02210",778847.939456818,2954178.71191192
LB-309339,,Active,CV7 Malt Wine,2017-02-02,2020-12-31,"EAT REAL FOOD, LLC",GRAY'S HALL,,,,"2:00 AM","2:30 AM",31.00," EAT REAL FOOD, LLC", ANDY FADOUS,(617)680-2770,,"615  E Broadway ",South Boston,MA,"02127",780624.088586738,2947576.88489294
LB-309815,,Active,CV7 Malt Wine Liq.,2017-02-01,2020-12-31,"CPCB, LLC",Cornish Pasty,,"The street level and lower level, containing approximately 2,276 square feet in total space including: First level, dining and kitchen an dpreparation areas; and on the lower level, s",,Midnight,"12:30 AM",49.00," CPCB, LLC",Brandon Volkenant,(602)793-8445,,"51A     Massachusetts AVE",Boston,MA,"02115",767209.976758227,2952726.99200982
LB-303668,,Active,CV7MWN - Neighborhood Restricted,2017-01-03,2020-12-31,"IDENTITY FOODS, LLC",Pollo Centro,,"The premise consist of a first floor (2,859 sq ft) with 3 rooms: kitchen, dining area and bar, and bathrooms. There are 2 entrances and 2 exits located on the first floor; basement for stock and storage (1,885 sq ft) Total sq ft=4,744.  Monday-Friday 11:00 PM Saturday-Sunday Midnight",,"12:00 AM","12:30 AM",90.00," Identity Foods, LLC",Miguel Santana,(857)891-7920,,"225A    Bowdoin ST",Boston,MA,"02122",773189.650427083,2936703.57905078
LB-303415,,Active,CV7 Malt Wine,2016-12-23,2020-12-31,"THEIN AN, LLC",Anh Hong Restaurant,<STRONG><FONT size=5></FONT></STRONG>,"Serving area, and kitchen on first floor, basement storage.",,"1:00 AM","1:30 AM",95.00," Thien An, LLC",Dino Nguyen,(617)265-8889,,"291    Adams ST",Boston,MA,"02122",775693.188466263,2934358.58445109
LB-302915,CV7MWR0005,Active,CV7ALN - Neighborhood Restricted,2016-12-05,2020-12-31,SAGARMATHA CORPORATION,HIMALAYAN BISTRO,NO BAR ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS,"In two rooms, on first floor; kitchen in the rear, storage in the basement.",,"11:00 PM","11:30 PM",49.00, SAGARMATHA CORPORATION, DAO THACH,,(857)544-0359,"1735-1739   Centre ST",West Roxbury,MA,"02132",750921.242631063,2929975.30126864
LB-202300,,Active,CV7ALN - Neighborhood Restricted,2016-11-30,2020-12-31,"Commonwealth Hospitality, LLC",Taqueria,,"1153 sq ft consisting of (1) entrance, (2) exits, 1 room street level dining room, bar, kitchen area, basement, prep/dishwash area and storage.",,"2:00 AM","2:30 AM",45.00," Commonwealth Hospitality, LLC",Brian O'Donnell,(617)908-3110,,"2297    Dorchester AVE",Dorchester,MA,"02124",773021.131739646,2924571.06529561
